file_id,rf
j_1117770,5
j_1117833,3
j_1117873,3
j_1118201,3
j_1118218,3
j_1118532,5
j_1118643,2
j_1119996,5
j_1120339,3
j_1120387,0
j_112080,3
j_1120801,4
j_11211,3
j_1121605,5
j_1121737,5
j_1121794,5
j_1121847,4
j_1122390,3
j_1123141,0
j_1123511,4
j_1123887,5
j_1123941,5
j_1124175,3
j_1124351,2
j_1124909,5
j_1125277,5
j_1125677,3
j_11258,3
j_1126677,4
j_1126960,3
j_1127355,5
j_1128941,4
j_1129078,3
j_1129235,5
j_1129299,5
j_1129302,5
j_1129479,3
j_1130308,4
j_1130804,5
j_1132671,4
j_1132938,4
j_1133435,4
j_1133471,0
j_1133795,5
j_1133903,3
j_1134101,0
j_1134835,3
j_1135144,3
j_1135252,3
j_1135457,5
j_1135716,5
j_1136215,3
j_1136417,3
j_1136654,5
j_1136692,0
j_1136758,5
j_1136788,0
j_1136816,3
j_113693,0
j_1136951,5
j_1137121,5
j_1137189,3
j_1137373,3
j_1137456,5
j_1138445,4
j_1138925,4
j_1139244,0
j_1139307,2
j_1139367,3
j_1140074,3
j_1140196,3
j_1140594,5
j_1140810,5
j_1140993,0
j_1141508,2
j_1141829,2
j_1142687,3
j_1143605,5
j_1144838,0
j_1144991,0
j_1145143,0
j_1145719,3
j_1146000,3
j_1146030,4
j_1146120,5
j_1146153,5
j_1146514,0
j_1147454,3
j_1147757,5
j_1148025,3
j_1148160,3
j_1148550,3
j_1148610,4
j_1148911,3
j_1149734,3
j_1149892,3
j_1150543,5
j_1150674,5
j_1151428,4
j_1151867,4
j_1151898,3
j_1152473,3
j_1153172,3
j_1153446,0
j_1154229,3
j_1154491,3
j_1154616,0
j_1154703,3
j_1156250,3
j_1156320,0
j_1156358,3
j_1157234,4
j_1157242,5
j_115789,3
j_1158580,5
j_1158641,3
j_1159018,3
j_1159415,0
j_1159680,3
j_1160124,3
j_1160283,4
j_1160294,5
j_1160494,4
j_1162407,3
j_1162628,5
j_1163052,3
j_1163232,5
j_1163444,5
j_1163581,4
j_1163687,2
j_1164391,0
j_1164763,3
j_1165001,4
j_1165141,5
j_1165631,5
j_1165712,5
j_1166593,5
j_1166839,4
j_1167259,2
j_1168881,5
j_1169006,3
j_1169035,5
j_1169119,3
j_1169355,3
j_1169476,3
j_1169599,3
j_1169936,5
j_1171205,3
j_1172681,2
j_1173016,3
j_1173738,5
j_1174247,5
j_1174894,5
j_117656,2
j_1176814,2
j_1177473,3
